index,Series ID,Year,Series,Sub-Series,Type,Average Hours
779,TUU10101AA01001459,2013,Household Activities,Household Activities,Women,0.03
780,TUU10101AA01001720,2013,Household Activities,Animals and Pets,Total,0.1
781,TUU10101AA01001744,2013,Household Activities,Animals and Pets,Men,0.09
782,TUU10101AA01001768,2013,Household Activities,Animals and Pets,Women,0.11
783,TUU10101AA01001792,2013,Household Activities,Household Activities,Total,0.04
784,TUU10101AA01001816,2013,Household Activities,Household Activities,Men,0.08
785,TUU10101AA01001840,2013,Household Activities,Household Activities,Women,0.01
786,TUU10101AA01001864,2013,Household Activities,Household Activities,Total,0.02
787,TUU10101AA01001888,2013,Household Activities,Household Activities,Men,0.03
788,TUU10101AA01001912,2013,Household Activities,Household Activities,Women,0.01
789,TUU10101AA01007666,2013,Household Activities,Household Activities,Total,0.04
790,TUU10101AA01007690,2013,Household Activities,Household Activities,Men,0.04
791,TUU10101AA01007714,2013,Household Activities,Household Activities,Women,0.04
792,TUU10101AA01012652,2013,Purchasing Goods and Services,Purchasing Goods and Services,Total,0.75
793,TUU10101AA01012768,2013,Purchasing Goods and Services,Purchasing Goods and Services,Men,0.63
794,TUU10101AA01012884,2013,Purchasing Goods and Services,Purchasing Goods and Services,Women,0.86
795,TUU10101AA01010710,2013,Caring For and Helping Household Members,Caring For and Helping Household Children,Total,0.41
796,TUU10101AA01010788,2013,Caring For and Helping Household Members,Caring For and Helping Household Children,Men,0.27
797,TUU10101AA01010866,2013,Caring For and Helping Household Members,Caring For and Helping Household Children,Women,0.54
798,TUU10101AA01010940,2013,Caring For and Helping Household Members,Caring For and Helping Household Adults,Total,0.04
799,TUU10101AA01011019,2013,Caring For and Helping Household Members,Caring For and Helping Household Adults,Men,0.03
800,TUU10101AA01011098,2013,Caring For and Helping Household Members,Caring For and Helping Household Adults,Women,0.04
801,TUU10101AA01007738,2013,Caring For and Helping Household Members,Caring For and Helping Household Children,Total,0.09
802,TUU10101AA01007817,2013,Caring For and Helping Household Members,Caring For and Helping Household Children,Men,0.06
803,TUU10101AA01007896,2013,Caring For and Helping Household Members,Caring For and Helping Household Children,Women,0.11
804,TUU10101AA01011174,2013,Caring For and Helping Nonhousehold Members,Caring For and Helping Nonhousehold Members,Total,0.19
805,TUU10101AA01011287,2013,Caring For and Helping Nonhousehold Members,Caring For and Helping Nonhousehold Members,Men,0.17
806,TUU10101AA01011400,2013,Caring For and Helping Nonhousehold Members,Caring For and Helping Nonhousehold Members,Women,0.22
807,TUU10101AA01002857,2013,Working and Work-Related Activities,Working and Work-Related Activities,Total,3.14
808,TUU10101AA01002992,2013,Working and Work-Related Activities,Working and Work-Related Activities,Men,3.8
809,TUU10101AA01003077,2013,Working and Work-Related Activities,Working and Work-Related Activities,Women,2.52
810,TUU10101AA01003216,2013,Working and Work-Related Activities,Working and Work-Related Activities,Total,0.01
811,TUU10101AA01003289,2013,Working and Work-Related Activities,Working and Work-Related Activities,Men,0.01
812,TUU10101AA01003360,2013,Working and Work-Related Activities,Working and Work-Related Activities,Women,0.0
813,TUU10101AA01003430,2013,Working and Work-Related Activities,Other Income-Generating Activities,Total,0.02
814,TUU10101AA01003454,2013,Working and Work-Related Activities,Other Income-Generating Activities,Men,0.02
815,TUU10101AA01003478,2013,Working and Work-Related Activities,Other Income-Generating Activities,Women,0.02
816,TUU10101AA01003502,2013,Working and Work-Related Activities,Job Search and Interviewing,Total,0.04
817,TUU10101AA01003526,2013,Working and Work-Related Activities,Job Search and Interviewing,Men,0.05
818,TUU10101AA01003549,2013,Working and Work-Related Activities,Job Search and Interviewing,Women,0.03
819,TUU10101AA01008209,2013,Working and Work-Related Activities,Working and Work-Related Activities,Total,0.26
820,TUU10101AA01008288,2013,Working and Work-Related Activities,Working and Work-Related Activities,Men,0.32
821,TUU10101AA01008366,2013,Working and Work-Related Activities,Working and Work-Related Activities,Women,0.21
822,TUU10101AA01003655,2013,Educational Activities,Attending Class,Total,0.26
823,TUU10101AA01003728,2013,Educational Activities,Attending Class,Men,0.27
824,TUU10101AA01003786,2013,Educational Activities,Attending Class,Women,0.25
825,TUU10101AA01003859,2013,Educational Activities,Homework and Research,Total,0.18
826,TUU10101AA01003929,2013,Educational Activities,Homework and Research,Men,0.17
827,TUU10101AA01003993,2013,Educational Activities,Homework and Research,Women,0.19
828,TUU10101AA01008445,2013,Educational Activities,Attending Class,Total,0.03
829,TUU10101AA01008469,2013,Educational Activities,Attending Class,Men,0.03
830,TUU10101AA01008493,2013,Educational Activities,Attending Class,Women,0.03
831,TUU10101AA01006854,2013,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Total,0.14
832,TUU10101AA01006933,2013,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Men,0.12
833,TUU10101AA01007012,2013,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Women,0.17
834,TUU10101AA01015349,2013,"Organizational, Civic, and Religious Activities",Volunteering (Organizational and Civic Activities),Total,0.14
835,TUU10101AA01015428,2013,"Organizational, Civic, and Religious Activities",Volunteering (Organizational and Civic Activities),Men,0.13
836,TUU10101AA01015507,2013,"Organizational, Civic, and Religious Activities",Volunteering (Organizational and Civic Activities),Women,0.15
837,TUU10101AA01017238,2013,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Total,0.04
838,TUU10101AA01017317,2013,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Men,0.03
839,TUU10101AA01017396,2013,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Women,0.04
840,TUU10101AA01005370,2013,Leisure and Sports,"Socializing, Relaxing, and Leisure",Total,4.71
841,TUU10101AA01005394,2013,Leisure and Sports,"Socializing, Relaxing, and Leisure",Men,4.94
842,TUU10101AA01005418,2013,Leisure and Sports,"Socializing, Relaxing, and Leisure",Women,4.5
843,TUU10101AA01006639,2013,Leisure and Sports,"Sports, Exercise, and Recreation",Total,0.32
844,TUU10101AA01006663,2013,Leisure and Sports,"Sports, Exercise, and Recreation",Men,0.42
845,TUU10101AA01006687,2013,Leisure and Sports,"Sports, Exercise, and Recreation",Women,0.23
846,TUU10101AA01014773,2013,Leisure and Sports,"Sports, Exercise, and Recreation",Total,0.22
847,TUU10101AA01014852,2013,Leisure and Sports,"Sports, Exercise, and Recreation",Men,0.25
848,TUU10101AA01014931,2013,Leisure and Sports,"Sports, Exercise, and Recreation",Women,0.21
849,TUU10101AA01007522,2013,"Telephone Calls, Mail, and E-Mail",Telephone Calls (To or From),Total,0.1
850,TUU10101AA01007546,2013,"Telephone Calls, Mail, and E-Mail",Telephone Calls (To or From),Men,0.06
851,TUU10101AA01007570,2013,"Telephone Calls, Mail, and E-Mail",Telephone Calls (To or From),Women,0.14
852,TUU10101AA01001936,2013,"Telephone Calls, Mail, and E-Mail",Household and Personal Mail and Messages,Total,0.01
853,TUU10101AA01001960,2013,"Telephone Calls, Mail, and E-Mail",Household and Personal Mail and Messages,Men,0.01
854,TUU10101AA01001984,2013,"Telephone Calls, Mail, and E-Mail",Household and Personal Mail and Messages,Women,0.02
855,TUU10101AA01002008,2013,"Telephone Calls, Mail, and E-Mail",Household and Personal E-Mail and Messages,Total,0.03
856,TUU10101AA01002032,2013,"Telephone Calls, Mail, and E-Mail",Household and Personal E-Mail and Messages,Men,0.03
857,TUU10101AA01002056,2013,"Telephone Calls, Mail, and E-Mail",Household and Personal E-Mail and Messages,Women,0.04
858,TUU10101AA01015925,2013,"Other Activities, Not Elsewhere Classified","Other Activities, Not Elsewhere Classified",Total,0.36
859,TUU10101AA01016038,2013,"Other Activities, Not Elsewhere Classified","Other Activities, Not Elsewhere Classified",Men,0.28
860,TUU10101AA01016151,2013,"Other Activities, Not Elsewhere Classified","Other Activities, Not Elsewhere Classified",Women,0.37
861,TUU10101AA01000247,2014,Personal Care,Sleeping,Total,8.8
862,TUU10101AA01000326,2014,Personal Care,Sleeping,Men,8.69
863,TUU10101AA01000405,2014,Personal Care,Sleeping,Women,8.9
864,TUU10101AA01000484,2014,Personal Care,Grooming,Total,0.68
865,TUU10101AA01000563,2014,Personal Care,Grooming,Men,0.55
866,TUU10101AA01000642,2014,Personal Care,Grooming,Women,0.81
867,TUU10101AA01000721,2014,Personal Care,Other,Total,0.08
868,TUU10101AA01000745,2014,Personal Care,Other,Men,0.06
869,TUU10101AA01000769,2014,Personal Care,Other,Women,0.1
870,TUU10101AA01000793,2014,Personal Care,Other,Total,0.01
871,TUU10101AA01000817,2014,Personal Care,Other,Men,0.01
872,TUU10101AA01000841,2014,Personal Care,Other,Women,0.0
873,TUU10101AA01007594,2014,Personal Care,Other,Total,0.02
874,TUU10101AA01007618,2014,Personal Care,Other,Men,0.02
875,TUU10101AA01007642,2014,Personal Care,Other,Women,0.02
876,TUU10101AA01013237,2014,Eating and Drinking,Eating and Drinking,Total,1.17
877,TUU10101AA01013353,2014,Eating and Drinking,Eating and Drinking,Men,1.21
878,TUU10101AA01013469,2014,Eating and Drinking,Eating and Drinking,Women,1.14
879,TUU10101AA01047346,2014,Household Activities,Housework,Total,0.33
880,TUU10101AA01047409,2014,Household Activities,Housework,Men,0.19
881,TUU10101AA01047472,2014,Household Activities,Housework,Women,0.47
882,TUU10101AA01047535,2014,Household Activities,Housework,Total,0.17
883,TUU10101AA01047598,2014,Household Activities,Housework,Men,0.07
884,TUU10101AA01047661,2014,Household Activities,Housework,Women,0.27
885,TUU10101AA01047724,2014,Household Activities,Housework,Total,0.02
886,TUU10101AA01047787,2014,Household Activities,Housework,Men,0.01
887,TUU10101AA01047850,2014,Household Activities,Housework,Women,0.03
888,TUU10101AA01001102,2014,Household Activities,Food Preparation and Cleanup,Total,0.59
889,TUU10101AA01001181,2014,Household Activities,Food Preparation and Cleanup,Men,0.34
890,TUU10101AA01001260,2014,Household Activities,Food Preparation and Cleanup,Women,0.82
891,TUU10101AA01001483,2014,Household Activities,Household Activities,Total,0.19
892,TUU10101AA01001562,2014,Household Activities,Household Activities,Men,0.25
893,TUU10101AA01001641,2014,Household Activities,Household Activities,Women,0.12
894,TUU10101AA01009933,2014,Household Activities,Household Activities,Total,0.12
895,TUU10101AA01010012,2014,Household Activities,Household Activities,Men,0.1
896,TUU10101AA01010091,2014,Household Activities,Household Activities,Women,0.13
897,TUU10101AA01001339,2014,Household Activities,Household Activities,Total,0.07
898,TUU10101AA01001363,2014,Household Activities,Household Activities,Men,0.08
899,TUU10101AA01001387,2014,Household Activities,Household Activities,Women,0.05
900,TUU10101AA01001411,2014,Household Activities,Household Activities,Total,0.05
901,TUU10101AA01001435,2014,Household Activities,Household Activities,Men,0.09
902,TUU10101AA01001459,2014,Household Activities,Household Activities,Women,0.02
903,TUU10101AA01001720,2014,Household Activities,Animals and Pets,Total,0.11
904,TUU10101AA01001744,2014,Household Activities,Animals and Pets,Men,0.09
905,TUU10101AA01001768,2014,Household Activities,Animals and Pets,Women,0.12
906,TUU10101AA01001792,2014,Household Activities,Household Activities,Total,0.05
907,TUU10101AA01001816,2014,Household Activities,Household Activities,Men,0.09
908,TUU10101AA01001840,2014,Household Activities,Household Activities,Women,0.01
909,TUU10101AA01001864,2014,Household Activities,Household Activities,Total,0.02
910,TUU10101AA01001888,2014,Household Activities,Household Activities,Men,0.02
911,TUU10101AA01001912,2014,Household Activities,Household Activities,Women,0.01
912,TUU10101AA01007666,2014,Household Activities,Household Activities,Total,0.04
913,TUU10101AA01007690,2014,Household Activities,Household Activities,Men,0.04
914,TUU10101AA01007714,2014,Household Activities,Household Activities,Women,0.04
915,TUU10101AA01012652,2014,Purchasing Goods and Services,Purchasing Goods and Services,Total,0.74
916,TUU10101AA01012768,2014,Purchasing Goods and Services,Purchasing Goods and Services,Men,0.6
917,TUU10101AA01012884,2014,Purchasing Goods and Services,Purchasing Goods and Services,Women,0.87
918,TUU10101AA01010710,2014,Caring For and Helping Household Members,Caring For and Helping Household Children,Total,0.41
919,TUU10101AA01010788,2014,Caring For and Helping Household Members,Caring For and Helping Household Children,Men,0.26
920,TUU10101AA01010866,2014,Caring For and Helping Household Members,Caring For and Helping Household Children,Women,0.55
921,TUU10101AA01010940,2014,Caring For and Helping Household Members,Caring For and Helping Household Adults,Total,0.04
922,TUU10101AA01011019,2014,Caring For and Helping Household Members,Caring For and Helping Household Adults,Men,0.03
923,TUU10101AA01011098,2014,Caring For and Helping Household Members,Caring For and Helping Household Adults,Women,0.06
924,TUU10101AA01007738,2014,Caring For and Helping Household Members,Caring For and Helping Household Children,Total,0.08
925,TUU10101AA01007817,2014,Caring For and Helping Household Members,Caring For and Helping Household Children,Men,0.06
926,TUU10101AA01007896,2014,Caring For and Helping Household Members,Caring For and Helping Household Children,Women,0.11
927,TUU10101AA01011174,2014,Caring For and Helping Nonhousehold Members,Caring For and Helping Nonhousehold Members,Total,0.18
928,TUU10101AA01011287,2014,Caring For and Helping Nonhousehold Members,Caring For and Helping Nonhousehold Members,Men,0.15
929,TUU10101AA01011400,2014,Caring For and Helping Nonhousehold Members,Caring For and Helping Nonhousehold Members,Women,0.21
930,TUU10101AA01002857,2014,Working and Work-Related Activities,Working and Work-Related Activities,Total,3.25
931,TUU10101AA01002992,2014,Working and Work-Related Activities,Working and Work-Related Activities,Men,3.87
932,TUU10101AA01003077,2014,Working and Work-Related Activities,Working and Work-Related Activities,Women,2.68
933,TUU10101AA01003216,2014,Working and Work-Related Activities,Working and Work-Related Activities,Total,0.01
934,TUU10101AA01003289,2014,Working and Work-Related Activities,Working and Work-Related Activities,Men,0.01
935,TUU10101AA01003360,2014,Working and Work-Related Activities,Working and Work-Related Activities,Women,0.0
936,TUU10101AA01003430,2014,Working and Work-Related Activities,Other Income-Generating Activities,Total,0.02
937,TUU10101AA01003454,2014,Working and Work-Related Activities,Other Income-Generating Activities,Men,0.03
938,TUU10101AA01003478,2014,Working and Work-Related Activities,Other Income-Generating Activities,Women,0.02
939,TUU10101AA01003502,2014,Working and Work-Related Activities,Job Search and Interviewing,Total,0.04
940,TUU10101AA01003526,2014,Working and Work-Related Activities,Job Search and Interviewing,Men,0.05
941,TUU10101AA01003549,2014,Working and Work-Related Activities,Job Search and Interviewing,Women,0.03
942,TUU10101AA01008209,2014,Working and Work-Related Activities,Working and Work-Related Activities,Total,0.27
943,TUU10101AA01008288,2014,Working and Work-Related Activities,Working and Work-Related Activities,Men,0.34
944,TUU10101AA01008366,2014,Working and Work-Related Activities,Working and Work-Related Activities,Women,0.21
945,TUU10101AA01003655,2014,Educational Activities,Attending Class,Total,0.23
946,TUU10101AA01003728,2014,Educational Activities,Attending Class,Men,0.24
947,TUU10101AA01003786,2014,Educational Activities,Attending Class,Women,0.23
948,TUU10101AA01003859,2014,Educational Activities,Homework and Research,Total,0.15
949,TUU10101AA01003929,2014,Educational Activities,Homework and Research,Men,0.12
950,TUU10101AA01003993,2014,Educational Activities,Homework and Research,Women,0.18
951,TUU10101AA01008445,2014,Educational Activities,Attending Class,Total,0.03
952,TUU10101AA01008469,2014,Educational Activities,Attending Class,Men,0.03
953,TUU10101AA01008493,2014,Educational Activities,Attending Class,Women,0.03
954,TUU10101AA01006854,2014,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Total,0.14
955,TUU10101AA01006933,2014,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Men,0.11
956,TUU10101AA01007012,2014,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Women,0.17
957,TUU10101AA01015349,2014,"Organizational, Civic, and Religious Activities",Volunteering (Organizational and Civic Activities),Total,0.14
958,TUU10101AA01015428,2014,"Organizational, Civic, and Religious Activities",Volunteering (Organizational and Civic Activities),Men,0.12
959,TUU10101AA01015507,2014,"Organizational, Civic, and Religious Activities",Volunteering (Organizational and Civic Activities),Women,0.16
960,TUU10101AA01017238,2014,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Total,0.04
961,TUU10101AA01017317,2014,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Men,0.04
962,TUU10101AA01017396,2014,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Women,0.05
963,TUU10101AA01005370,2014,Leisure and Sports,"Socializing, Relaxing, and Leisure",Total,4.77
964,TUU10101AA01005394,2014,Leisure and Sports,"Socializing, Relaxing, and Leisure",Men,5.06
965,TUU10101AA01005418,2014,Leisure and Sports,"Socializing, Relaxing, and Leisure",Women,4.49
966,TUU10101AA01006639,2014,Leisure and Sports,"Sports, Exercise, and Recreation",Total,0.33
967,TUU10101AA01006663,2014,Leisure and Sports,"Sports, Exercise, and Recreation",Men,0.42
968,TUU10101AA01006687,2014,Leisure and Sports,"Sports, Exercise, and Recreation",Women,0.24
969,TUU10101AA01014773,2014,Leisure and Sports,"Sports, Exercise, and Recreation",Total,0.21
970,TUU10101AA01014852,2014,Leisure and Sports,"Sports, Exercise, and Recreation",Men,0.23
971,TUU10101AA01014931,2014,Leisure and Sports,"Sports, Exercise, and Recreation",Women,0.2
972,TUU10101AA01007522,2014,"Telephone Calls, Mail, and E-Mail",Telephone Calls (To or From),Total,0.1
973,TUU10101AA01007546,2014,"Telephone Calls, Mail, and E-Mail",Telephone Calls (To or From),Men,0.06
974,TUU10101AA01007570,2014,"Telephone Calls, Mail, and E-Mail",Telephone Calls (To or From),Women,0.13
975,TUU10101AA01001936,2014,"Telephone Calls, Mail, and E-Mail",Household and Personal Mail and Messages,Total,0.02
976,TUU10101AA01001960,2014,"Telephone Calls, Mail, and E-Mail",Household and Personal Mail and Messages,Men,0.01
977,TUU10101AA01001984,2014,"Telephone Calls, Mail, and E-Mail",Household and Personal Mail and Messages,Women,0.02
978,TUU10101AA01002008,2014,"Telephone Calls, Mail, and E-Mail",Household and Personal E-Mail and Messages,Total,0.03
979,TUU10101AA01002032,2014,"Telephone Calls, Mail, and E-Mail",Household and Personal E-Mail and Messages,Men,0.02
980,TUU10101AA01002056,2014,"Telephone Calls, Mail, and E-Mail",Household and Personal E-Mail and Messages,Women,0.04
981,TUU10101AA01015925,2014,"Other Activities, Not Elsewhere Classified","Other Activities, Not Elsewhere Classified",Total,0.25
982,TUU10101AA01016038,2014,"Other Activities, Not Elsewhere Classified","Other Activities, Not Elsewhere Classified",Men,0.23
983,TUU10101AA01016151,2014,"Other Activities, Not Elsewhere Classified","Other Activities, Not Elsewhere Classified",Women,0.26
984,TUU10101AA01000247,2015,Personal Care,Sleeping,Total,8.83
985,TUU10101AA01000326,2015,Personal Care,Sleeping,Men,8.77
986,TUU10101AA01000405,2015,Personal Care,Sleeping,Women,8.9
987,TUU10101AA01000484,2015,Personal Care,Grooming,Total,0.69
988,TUU10101AA01000563,2015,Personal Care,Grooming,Men,0.57
989,TUU10101AA01000642,2015,Personal Care,Grooming,Women,0.8
990,TUU10101AA01000721,2015,Personal Care,Other,Total,0.1
991,TUU10101AA01000745,2015,Personal Care,Other,Men,0.06
992,TUU10101AA01000769,2015,Personal Care,Other,Women,0.13
993,TUU10101AA01000793,2015,Personal Care,Other,Total,0.01
994,TUU10101AA01000817,2015,Personal Care,Other,Men,0.01
995,TUU10101AA01000841,2015,Personal Care,Other,Women,0.0
996,TUU10101AA01007594,2015,Personal Care,Other,Total,0.02
997,TUU10101AA01007618,2015,Personal Care,Other,Men,0.02
998,TUU10101AA01007642,2015,Personal Care,Other,Women,0.02
999,TUU10101AA01013237,2015,Eating and Drinking,Eating and Drinking,Total,1.18
1000,TUU10101AA01013353,2015,Eating and Drinking,Eating and Drinking,Men,1.24
1001,TUU10101AA01013469,2015,Eating and Drinking,Eating and Drinking,Women,1.13
1002,TUU10101AA01047346,2015,Household Activities,Housework,Total,0.34
1003,TUU10101AA01047409,2015,Household Activities,Housework,Men,0.17
1004,TUU10101AA01047472,2015,Household Activities,Housework,Women,0.49
1005,TUU10101AA01047535,2015,Household Activities,Housework,Total,0.18
1006,TUU10101AA01047598,2015,Household Activities,Housework,Men,0.08
1007,TUU10101AA01047661,2015,Household Activities,Housework,Women,0.28
1008,TUU10101AA01047724,2015,Household Activities,Housework,Total,0.02
1009,TUU10101AA01047787,2015,Household Activities,Housework,Men,0.01
1010,TUU10101AA01047850,2015,Household Activities,Housework,Women,0.03
1011,TUU10101AA01001102,2015,Household Activities,Food Preparation and Cleanup,Total,0.6
1012,TUU10101AA01001181,2015,Household Activities,Food Preparation and Cleanup,Men,0.35
1013,TUU10101AA01001260,2015,Household Activities,Food Preparation and Cleanup,Women,0.83
1014,TUU10101AA01001483,2015,Household Activities,Household Activities,Total,0.2
1015,TUU10101AA01001562,2015,Household Activities,Household Activities,Men,0.28
1016,TUU10101AA01001641,2015,Household Activities,Household Activities,Women,0.12
1017,TUU10101AA01009933,2015,Household Activities,Household Activities,Total,0.13
1018,TUU10101AA01010012,2015,Household Activities,Household Activities,Men,0.1
1019,TUU10101AA01010091,2015,Household Activities,Household Activities,Women,0.16
1020,TUU10101AA01001339,2015,Household Activities,Household Activities,Total,0.06
1021,TUU10101AA01001363,2015,Household Activities,Household Activities,Men,0.09
1022,TUU10101AA01001387,2015,Household Activities,Household Activities,Women,0.04
1023,TUU10101AA01001411,2015,Household Activities,Household Activities,Total,0.06
1024,TUU10101AA01001435,2015,Household Activities,Household Activities,Men,0.1
1025,TUU10101AA01001459,2015,Household Activities,Household Activities,Women,0.03
1026,TUU10101AA01001720,2015,Household Activities,Animals and Pets,Total,0.11
1027,TUU10101AA01001744,2015,Household Activities,Animals and Pets,Men,0.1
1028,TUU10101AA01001768,2015,Household Activities,Animals and Pets,Women,0.12
1029,TUU10101AA01001792,2015,Household Activities,Household Activities,Total,0.04
1030,TUU10101AA01001816,2015,Household Activities,Household Activities,Men,0.07
1031,TUU10101AA01001840,2015,Household Activities,Household Activities,Women,0.01
1032,TUU10101AA01001864,2015,Household Activities,Household Activities,Total,0.02
1033,TUU10101AA01001888,2015,Household Activities,Household Activities,Men,0.03
1034,TUU10101AA01001912,2015,Household Activities,Household Activities,Women,0.01
1035,TUU10101AA01007666,2015,Household Activities,Household Activities,Total,0.05
1036,TUU10101AA01007690,2015,Household Activities,Household Activities,Men,0.05
1037,TUU10101AA01007714,2015,Household Activities,Household Activities,Women,0.04
1038,TUU10101AA01012652,2015,Purchasing Goods and Services,Purchasing Goods and Services,Total,0.75
1039,TUU10101AA01012768,2015,Purchasing Goods and Services,Purchasing Goods and Services,Men,0.6
1040,TUU10101AA01012884,2015,Purchasing Goods and Services,Purchasing Goods and Services,Women,0.88
1041,TUU10101AA01010710,2015,Caring For and Helping Household Members,Caring For and Helping Household Children,Total,0.4
1042,TUU10101AA01010788,2015,Caring For and Helping Household Members,Caring For and Helping Household Children,Men,0.23
1043,TUU10101AA01010866,2015,Caring For and Helping Household Members,Caring For and Helping Household Children,Women,0.55
1044,TUU10101AA01010940,2015,Caring For and Helping Household Members,Caring For and Helping Household Adults,Total,0.04
1045,TUU10101AA01011019,2015,Caring For and Helping Household Members,Caring For and Helping Household Adults,Men,0.03
1046,TUU10101AA01011098,2015,Caring For and Helping Household Members,Caring For and Helping Household Adults,Women,0.04
1047,TUU10101AA01007738,2015,Caring For and Helping Household Members,Caring For and Helping Household Children,Total,0.08
1048,TUU10101AA01007817,2015,Caring For and Helping Household Members,Caring For and Helping Household Children,Men,0.05
1049,TUU10101AA01007896,2015,Caring For and Helping Household Members,Caring For and Helping Household Children,Women,0.11
1050,TUU10101AA01011174,2015,Caring For and Helping Nonhousehold Members,Caring For and Helping Nonhousehold Members,Total,0.19
1051,TUU10101AA01011287,2015,Caring For and Helping Nonhousehold Members,Caring For and Helping Nonhousehold Members,Men,0.16
1052,TUU10101AA01011400,2015,Caring For and Helping Nonhousehold Members,Caring For and Helping Nonhousehold Members,Women,0.21
1053,TUU10101AA01002857,2015,Working and Work-Related Activities,Working and Work-Related Activities,Total,3.19
1054,TUU10101AA01002992,2015,Working and Work-Related Activities,Working and Work-Related Activities,Men,3.78
1055,TUU10101AA01003077,2015,Working and Work-Related Activities,Working and Work-Related Activities,Women,2.64
1056,TUU10101AA01003216,2015,Working and Work-Related Activities,Working and Work-Related Activities,Total,0.01
1057,TUU10101AA01003289,2015,Working and Work-Related Activities,Working and Work-Related Activities,Men,0.0
1058,TUU10101AA01003360,2015,Working and Work-Related Activities,Working and Work-Related Activities,Women,0.0
1059,TUU10101AA01003430,2015,Working and Work-Related Activities,Other Income-Generating Activities,Total,0.03
1060,TUU10101AA01003454,2015,Working and Work-Related Activities,Other Income-Generating Activities,Men,0.01
1061,TUU10101AA01003478,2015,Working and Work-Related Activities,Other Income-Generating Activities,Women,0.04
1062,TUU10101AA01003502,2015,Working and Work-Related Activities,Job Search and Interviewing,Total,0.03
1063,TUU10101AA01003526,2015,Working and Work-Related Activities,Job Search and Interviewing,Men,0.05
1064,TUU10101AA01003549,2015,Working and Work-Related Activities,Job Search and Interviewing,Women,0.02
1065,TUU10101AA01008209,2015,Working and Work-Related Activities,Working and Work-Related Activities,Total,0.27
1066,TUU10101AA01008288,2015,Working and Work-Related Activities,Working and Work-Related Activities,Men,0.34
1067,TUU10101AA01008366,2015,Working and Work-Related Activities,Working and Work-Related Activities,Women,0.21
1068,TUU10101AA01003655,2015,Educational Activities,Attending Class,Total,0.25
1069,TUU10101AA01003728,2015,Educational Activities,Attending Class,Men,0.26
1070,TUU10101AA01003786,2015,Educational Activities,Attending Class,Women,0.23
1071,TUU10101AA01003859,2015,Educational Activities,Homework and Research,Total,0.17
1072,TUU10101AA01003929,2015,Educational Activities,Homework and Research,Men,0.17
1073,TUU10101AA01003993,2015,Educational Activities,Homework and Research,Women,0.17
1074,TUU10101AA01008445,2015,Educational Activities,Attending Class,Total,0.03
1075,TUU10101AA01008469,2015,Educational Activities,Attending Class,Men,0.03
1076,TUU10101AA01008493,2015,Educational Activities,Attending Class,Women,0.03
1077,TUU10101AA01006854,2015,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Total,0.15
1078,TUU10101AA01006933,2015,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Men,0.12
1079,TUU10101AA01007012,2015,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Women,0.17
1080,TUU10101AA01015349,2015,"Organizational, Civic, and Religious Activities",Volunteering (Organizational and Civic Activities),Total,0.15
1081,TUU10101AA01015428,2015,"Organizational, Civic, and Religious Activities",Volunteering (Organizational and Civic Activities),Men,0.13
1082,TUU10101AA01015507,2015,"Organizational, Civic, and Religious Activities",Volunteering (Organizational and Civic Activities),Women,0.16
1083,TUU10101AA01017238,2015,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Total,0.04
1084,TUU10101AA01017317,2015,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Men,0.04
1085,TUU10101AA01017396,2015,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Women,0.04
1086,TUU10101AA01005370,2015,Leisure and Sports,"Socializing, Relaxing, and Leisure",Total,4.67
1087,TUU10101AA01005394,2015,Leisure and Sports,"Socializing, Relaxing, and Leisure",Men,4.94
1088,TUU10101AA01005418,2015,Leisure and Sports,"Socializing, Relaxing, and Leisure",Women,4.42
1089,TUU10101AA01006639,2015,Leisure and Sports,"Sports, Exercise, and Recreation",Total,0.32
1090,TUU10101AA01006663,2015,Leisure and Sports,"Sports, Exercise, and Recreation",Men,0.41
1091,TUU10101AA01006687,2015,Leisure and Sports,"Sports, Exercise, and Recreation",Women,0.24
1092,TUU10101AA01014773,2015,Leisure and Sports,"Sports, Exercise, and Recreation",Total,0.21
1093,TUU10101AA01014852,2015,Leisure and Sports,"Sports, Exercise, and Recreation",Men,0.22
1094,TUU10101AA01014931,2015,Leisure and Sports,"Sports, Exercise, and Recreation",Women,0.2
1095,TUU10101AA01007522,2015,"Telephone Calls, Mail, and E-Mail",Telephone Calls (To or From),Total,0.1
